timestamp,mappedScore,HR,EDA,Score
09.06.2021 14:28:51,0.2397156,80,0.1181181,0
09.06.2021 14:29:00,0.1933088,75,0.2812813,10
09.06.2021 14:29:09,0.2598781,73.33334,0.1201201,0
09.06.2021 14:29:18,0.2405282,80,0.1161161,0
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
