timestamp,mappedScore,HR,EDA,Score
09.06.2021 14:29:44,0.243969,75,0.1481481,0
09.06.2021 14:29:54,0.2746572,80,0.03203203,0
09.06.2021 14:30:03,0.2738446,80,0.03403403,0
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
