timestamp,mappedScore,HR,EDA,Score
11.06.2021 20:49:41,0.1091528,80,0.1701702,150
11.06.2021 20:49:48,0.1938887,80,0.08708709,190
11.06.2021 20:49:54,0.2072882,73.33334,0.1261261,230
11.06.2021 20:49:59,0.2071606,80,0.07407407,270
11.06.2021 20:50:05,0.1387593,80,0.1411411,320
11.06.2021 20:50:10,0.1857214,80,0.0950951,370
11.06.2021 20:50:15,0.147788,85,0.0950951,430
11.06.2021 20:50:20,0.1408011,80,0.1391391,490
11.06.2021 20:50:25,0.04789791,80,0.2302302,550
11.06.2021 20:50:30,0.2040978,80,0.07707708,610
11.06.2021 20:50:34,0.1076533,85,0.1321321,680
11.06.2021 20:50:40,0.1412797,85,0.1011011,750
11.06.2021 20:50:45,0.1130769,85,0.1271271,720
11.06.2021 20:50:50,0.1163417,86.66666,0.1121121,800
11.06.2021 20:50:54,0.1041758,86.66666,0.1231231,880
11.06.2021 20:50:58,0.1064091,90,0.0980981,960
11.06.2021 20:51:03,0.07884438,90,0.1221221,940
11.06.2021 20:51:07,0.1465012,93.33334,0.04304304,920
11.06.2021 20:51:11,0.07798298,95,0.09009009,1010
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 20:51:42,0.0953279,86.66666,0.1311311,10
11.06.2021 20:51:52,0.08270472,85,0.1551552,20
11.06.2021 20:52:02,0.0953279,86.66666,0.1311311,30
11.06.2021 20:52:11,0.1550939,80,0.1251251,40
11.06.2021 20:52:20,0.1173201,80,0.1621622,60
11.06.2021 20:52:28,0.1110032,90,0.0940941,80
11.06.2021 20:52:35,0.08979794,86.66666,0.1361361,100
11.06.2021 20:52:43,0.2245161,80,0.05705706,130
11.06.2021 20:52:49,0.1876356,73.33334,0.1471471,160
11.06.2021 20:52:56,0.1744913,80,0.1061061,190
11.06.2021 20:53:02,0.1101737,80,0.1691692,230
11.06.2021 20:53:08,0.2010351,80,0.08008008,270
11.06.2021 20:53:14,0.1601985,80,0.1201201,320
11.06.2021 20:53:19,0.1765331,80,0.1041041,370
11.06.2021 20:53:24,0.03666785,80,0.2412412,420
11.06.2021 20:53:30,0.1274016,86.66666,0.1021021,480
11.06.2021 20:53:35,0.1358561,85,0.1061061,540
11.06.2021 20:53:39,0.1553811,85,0.08808809,490
11.06.2021 20:53:44,0.1827012,86.66666,0.05205205,560
11.06.2021 20:53:48,0.2234952,80,0.05805806,630
11.06.2021 20:53:54,0.0942219,86.66666,0.1321321,700
11.06.2021 20:53:59,0.1749061,85,0.07007007,780
11.06.2021 20:54:03,0.1966005,85,0.05005005,750
11.06.2021 20:54:08,0.1041758,86.66666,0.1231231,720
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 20:54:41,0.1499575,85,0.09309309,10
11.06.2021 20:54:51,0.1141616,85,0.1261261,20
11.06.2021 20:55:00,0.1152357,86.66666,0.1131131,30
11.06.2021 20:55:09,0.07195321,90,0.1281281,40
11.06.2021 20:55:18,0.1453102,93.33334,0.04404404,60
11.06.2021 20:55:25,0.1369727,93.33334,0.05105105,80
11.06.2021 20:55:33,0.06965615,90,0.1301301,100
11.06.2021 20:55:40,0.08270472,85,0.1551552,130
11.06.2021 20:55:47,0.1063878,86.66666,0.1211211,160
11.06.2021 20:55:54,0.1806168,80,0.1001001,190
11.06.2021 20:56:00,0.1612194,80,0.1191191,230
11.06.2021 20:56:06,0.10609,80,0.1731732,270
11.06.2021 20:56:12,0.1185537,86.66666,0.1101101,310
11.06.2021 20:56:18,0.1063878,86.66666,0.1211211,360
11.06.2021 20:56:23,0.1174158,85,0.1231231,410
11.06.2021 20:56:28,0.1358561,85,0.1061061,460
11.06.2021 20:56:33,0.1391102,85,0.1031031,520
11.06.2021 20:56:38,0.1087061,90,0.0960961,580
11.06.2021 20:56:43,0.02143921,93.33334,0.1481481,640
11.06.2021 20:56:48,0.08337469,93.33334,0.0960961,700
11.06.2021 20:56:52,0.06735909,90,0.1321321,770
11.06.2021 20:56:58,0.03405175,90,0.1611612,840
11.06.2021 20:57:03,0.06860333,85,0.1681682,910
11.06.2021 20:57:08,0.08758596,86.66666,0.1381381,990
11.06.2021 20:57:13,0,86.66666,0.2382382,1070
11.06.2021 20:57:18,0.03492461,86.66666,0.2042042,1150
11.06.2021 20:57:22,0.1263943,85,0.1271271,1230
11.06.2021 20:57:27,0.006064397,90,0.2052052,1320
11.06.2021 20:57:32,0.06894054,93.33334,0.1231231,1300
11.06.2021 20:57:36,0.08553368,93.33334,0.1081081,1280
11.06.2021 20:57:40,0.0003456904,95,0.1731732,1370
11.06.2021 20:57:45,0.05104935,100,0.1061061,1470
11.06.2021 20:57:49,0.0226886,100,0.1311311,1570
11.06.2021 20:57:53,0.007941009,100,0.1441441,1670
11.06.2021 20:57:57,0.1316804,100,0.05405406,1660
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
