timestamp,mappedScore,HR,EDA,Score
11.06.2021 15:47:04,0,105,0.4064064,10
11.06.2021 15:47:15,0.003978293,105,0.4314314,20
11.06.2021 15:47:25,0.01493992,106.6667,0.4244244,30
11.06.2021 15:47:34,0.1367717,100,0.3963964,40
11.06.2021 15:47:43,0.2167082,93.33334,0.3973974,50
11.06.2021 15:47:51,0.06331898,100,0.4504505,70
11.06.2021 15:47:59,0.1122875,100,0.4144144,90
11.06.2021 15:48:07,0.1684652,93.33334,0.4354354,110
11.06.2021 15:48:14,0.2956472,86.66666,0.3993994,140
11.06.2021 15:48:20,0.2181818,90,0.4294294,170
11.06.2021 15:48:27,0.149864,95,0.4334334,210
11.06.2021 15:48:33,0.08916345,100,0.4314314,250
11.06.2021 15:48:39,0.1068465,100,0.4184184,290
11.06.2021 15:48:44,0.09324417,100,0.4284284,340
11.06.2021 15:48:50,0.09324417,100,0.4284284,280
11.06.2021 15:48:55,0.05651779,100,0.4554555,330
11.06.2021 15:49:00,0.07692134,100,0.4404404,390
11.06.2021 15:49:05,0.0755611,100,0.4414414,450
11.06.2021 15:49:10,0.03339379,100,0.4724725,510
11.06.2021 15:49:14,0.06739968,100,0.4474474,570
11.06.2021 15:49:19,0.06739968,100,0.4474474,640
11.06.2021 15:49:24,0,106.6667,0.4524525,710
11.06.2021 15:49:29,0.08449116,100,0.4484484,780
11.06.2021 15:49:34,0.05407559,105,0.4264264,740
11.06.2021 15:49:40,0,105,0.4694695,710
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 15:50:22,0.1284434,95,0.5025025,10
11.06.2021 15:50:32,0.1070044,93.33334,0.5505506,20
11.06.2021 15:50:41,0.1262251,93.33334,0.5235235,30
11.06.2021 15:50:50,0.07346978,100,0.5245245,40
11.06.2021 15:50:59,0.08109706,100,0.5145145,60
11.06.2021 15:51:07,0.07499523,100,0.5225225,80
11.06.2021 15:51:14,0.08033433,100,0.5155155,100
11.06.2021 15:51:22,0.08185978,100,0.5135135,130
11.06.2021 15:51:29,0.09253798,100,0.4994995,160
11.06.2021 15:51:36,0.07270705,100,0.5255255,190
11.06.2021 15:51:42,0.1347677,93.33334,0.5115115,220
11.06.2021 15:51:48,0.1383271,93.33334,0.5065065,260
11.06.2021 15:51:54,0.1347677,93.33334,0.5115115,300
11.06.2021 15:52:00,0.1425984,93.33334,0.5005005,340
11.06.2021 15:52:06,0.1248014,93.33334,0.5255255,390
11.06.2021 15:52:11,0.1219221,93.33334,0.5115115,440
11.06.2021 15:52:16,0.1284434,95,0.5025025,490
11.06.2021 15:52:21,0.08643615,100,0.5075075,440
11.06.2021 15:52:26,0.08948707,100,0.5035035,500
11.06.2021 15:52:31,0.07880887,100,0.5175175,560
11.06.2021 15:52:35,0.09558889,100,0.4954955,630
11.06.2021 15:52:40,0.1146762,95,0.5215215,700
11.06.2021 15:52:45,0.1436598,95,0.4814815,770
11.06.2021 15:52:50,0.1277188,95,0.5035035,740
11.06.2021 15:52:55,0.1554122,93.33334,0.4824825,820
11.06.2021 15:53:00,0.07041886,100,0.5285285,790
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 15:54:14,0.06607595,100,0.5355355,10
11.06.2021 15:54:25,0.1093671,100,0.4784785,20
11.06.2021 15:54:34,0.09113924,100,0.5025025,30
11.06.2021 15:54:43,0.07898735,100,0.5185185,40
11.06.2021 15:54:52,0.08354431,100,0.5125125,60
11.06.2021 15:55:00,0.1461013,93.33334,0.4964965,80
11.06.2021 15:55:08,0.1333418,93.33334,0.5145145,100
11.06.2021 15:55:15,0.1075253,95,0.5325325,130
11.06.2021 15:55:22,0.07898735,100,0.5185185,160
11.06.2021 15:55:29,0.1197911,95,0.5155155,190
11.06.2021 15:55:35,0.1354683,93.33334,0.5115115,230
11.06.2021 15:55:41,0.1461013,93.33334,0.4964965,270
11.06.2021 15:55:47,0.09797468,100,0.4934935,310
11.06.2021 15:55:53,0.09113924,100,0.5025025,350
11.06.2021 15:55:59,0.07746836,100,0.5205205,400
11.06.2021 15:56:04,0.06455696,100,0.5375375,450
11.06.2021 15:56:09,0.07367089,100,0.5255255,500
11.06.2021 15:56:14,0.07822785,100,0.5195195,560
11.06.2021 15:56:19,0.1997468,100,0.3593594,620
11.06.2021 15:56:24,0,106.6667,0.5665666,680
11.06.2021 15:56:29,0.07831071,100,0.5305305,740
11.06.2021 15:56:33,0.07245752,100,0.5385385,810
11.06.2021 15:56:39,0.09440696,100,0.5085085,880
11.06.2021 15:56:44,0.3,93.33334,0,950
11.06.2021 15:56:49,0.285097,100,0,1030
11.06.2021 15:56:53,0.285097,100,0,1110
11.06.2021 15:56:57,0.285097,100,0,1090
11.06.2021 15:57:01,0.285097,100,0,1070
11.06.2021 15:57:04,0.285097,100,0,1060
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 15:57:33,0.1329339,100,0.3403403,10
11.06.2021 15:57:43,0.2354202,100,0.1111111,20
11.06.2021 15:57:53,0.07027847,100,0.4804805,30
11.06.2021 15:58:01,0.06088016,100,0.5015015,50
11.06.2021 15:58:10,0.07743908,100,0.4644645,70
11.06.2021 15:58:18,0.1036798,93.33334,0.4704705,90
11.06.2021 15:58:25,0.1260119,86.66666,0.4874875,110
11.06.2021 15:58:33,0.08794505,95,0.4904905,140
11.06.2021 15:58:40,0.08922054,95,0.4874875,170
11.06.2021 15:58:46,0.06625062,100,0.4894895,200
11.06.2021 15:58:53,0.1088787,90,0.4934935,240
11.06.2021 15:58:59,0.1360331,85,0.4804805,280
11.06.2021 15:59:05,0.1153232,90,0.4774775,320
11.06.2021 15:59:11,0.09397563,90,0.5305305,370
11.06.2021 15:59:16,0.07774118,95,0.5145145,420
11.06.2021 15:59:21,0.05506216,100,0.5145145,470
11.06.2021 15:59:27,0.09892093,100,0.4164164,520
11.06.2021 15:59:32,0.06535555,100,0.4914915,580
11.06.2021 15:59:37,0.03055196,106.6667,0.5025025,640
11.06.2021 15:59:41,0.04153158,106.6667,0.4794795,700
11.06.2021 15:59:46,0.03849204,105,0.5015015,760
11.06.2021 15:59:51,0.0370823,105,0.5045045,830
11.06.2021 15:59:55,0.05640477,100,0.5115115,900
11.06.2021 16:00:01,0.06983093,100,0.4814815,970
11.06.2021 16:00:06,0.2224416,100,0.1401401,1040
11.06.2021 16:00:11,0.2824117,100,0.006006006,1010
11.06.2021 16:00:15,0.2962742,95,0,980
11.06.2021 16:00:20,0.2891397,93.33334,0.02602603,960
11.06.2021 16:00:23,0.285097,100,0,1050
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
