timestamp,mappedScore,HR,EDA,Score
11.06.2021 00:32:48,0.2381975,73.33334,0.1641642,120
11.06.2021 00:32:54,0.2147644,73.33334,0.2292292,160
11.06.2021 00:33:00,0.2663171,73.33334,0.08608609,200
11.06.2021 00:33:05,0.1692585,80,0.2842843,250
11.06.2021 00:33:10,0.2364605,86.66666,0.06606606,300
11.06.2021 00:33:15,0.2151577,86.66666,0.1161161,360
11.06.2021 00:33:20,0.2258665,90,0.06906907,420
11.06.2021 00:33:25,0.1441499,85,0.2982983,490
11.06.2021 00:33:29,0.2245309,86.66666,0.0940941,560
11.06.2021 00:33:33,0.2215485,86.66666,0.1011011,520
11.06.2021 00:33:38,0.2205572,90,0.08108108,600
11.06.2021 00:33:42,0.1827776,86.66666,0.1921922,680
11.06.2021 00:33:45,0.2194183,86.66666,0.1061061,770
11.06.2021 00:33:49,0.2305735,95,0.02902903,860
11.06.2021 00:33:53,0.1782548,100,0.1091091,840
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 00:34:34,0.2227448,80,0.1481481,10
11.06.2021 00:34:44,0.2553871,80,0.06506506,20
11.06.2021 00:34:53,0.2160098,86.66666,0.1141141,30
11.06.2021 00:35:02,0.2327366,85,0.08608609,50
11.06.2021 00:35:09,0.2514543,80,0.07507508,70
11.06.2021 00:35:17,0.2300696,86.66666,0.08108108,100
11.06.2021 00:35:23,0.2134535,86.66666,0.1201201,130
11.06.2021 00:35:30,0.2057845,86.66666,0.1381381,170
11.06.2021 00:35:36,0.2227448,80,0.1481481,210
11.06.2021 00:35:42,0.1857763,80,0.2422422,250
11.06.2021 00:35:47,0.2251045,80,0.1421421,300
11.06.2021 00:35:53,0.2396559,80,0.1051051,350
11.06.2021 00:35:58,0.2785907,80,0.006006006,410
11.06.2021 00:36:03,0.2424088,80,0.0980981,470
11.06.2021 00:36:07,0.2809504,80,0,540
11.06.2021 00:36:12,0.2451618,80,0.09109109,610
11.06.2021 00:36:16,0.2304957,86.66666,0.08008008,680
11.06.2021 00:36:20,0.2080828,85,0.1451451,760
11.06.2021 00:36:24,0.2334781,86.66666,0.07307307,840
11.06.2021 00:36:28,0.2041622,93.33334,0.0960961,820
11.06.2021 00:36:31,0.2187874,90,0.08508509,800
11.06.2021 00:36:35,0.2177141,86.66666,0.1101101,900
11.06.2021 00:36:39,0.2185293,85,0.1201201,890
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
11.06.2021 00:37:14,0.2011512,95,0.09209209,10
11.06.2021 00:37:24,0.2147317,86.66666,0.1171171,20
11.06.2021 00:37:33,0.2546006,80,0.06706706,30
11.06.2021 00:37:41,0.2728062,73.33334,0.06806806,50
11.06.2021 00:37:49,0.2783204,70,0.07907908,70
11.06.2021 00:37:56,0.2659443,75,0.07407407,100
11.06.2021 00:38:03,0.280041,70,0.07407407,130
11.06.2021 00:38:09,0.2341499,80,0.1191191,170
11.06.2021 00:38:15,0.2436051,73.33334,0.1491491,210
11.06.2021 00:38:21,0.2247112,80,0.1431431,260
11.06.2021 00:38:26,0.201397,85,0.1611612,310
11.06.2021 00:38:32,0.1366284,85,0.3163163,360
11.06.2021 00:38:37,0.2202007,85,0.1161161,420
11.06.2021 00:38:41,0.2408357,80,0.1021021,480
11.06.2021 00:38:46,0.2498812,80,0.07907908,550
11.06.2021 00:38:50,0.2302171,80,0.1291291,620
11.06.2021 00:38:55,0.2361163,80,0.1141141,580
11.06.2021 00:38:59,0.2534207,80,0.07007007,660
11.06.2021 00:39:03,0.2151864,85,0.1281281,630
11.06.2021 00:39:07,0.2302909,90,0.05905906,610
11.06.2021 00:39:10,0.2312331,93.33334,0.03703704,700
11.06.2021 00:39:14,0.2426792,90,0.03103103,800
Delimiter,Delimiter,Delimiter,Delimiter,Delimiter
